Reservation_PK,ClientID_FK,Hotel_FK,Flight_FK,Localisation_FK,Temps_FK,Total_Prix,Status_Reservation,Méthode_Paiement,Note_Client
14062,2019414,0,0,6992049,1185,4296,8999999999996,0,Carte bancaire,5
14063,2019415,1860,0,6992049,730,3540,9299999999998,-1,PayPal,3
14064,2019416,0,0,6992036,1048,2596,8699999999999,1,Espèces,5
14065,2019417,0,0,6992049,1248,5300,1999999999998,1,Virement bancaire,5
14066,2019418,0,0,6992049,1294,6419,3999999999996,0,Espèces,4
14067,2019419,1860,0,6992049,1686,6256,9799999999996,0,Espèces,3
14068,2019420,1869,0,6992036,1283,1738,27,0,Espèces,5
14069,2019421,1877,0,6992036,429,2672,75,-1,Carte bancaire,4
14070,2019422,0,0,0,1686,5628,4700000000003,1,Carte bancaire,3
14071,2019423,1860,0,6992049,568,6300,1899999999996,-1,Espèces,1
14072,2019424,1858,0,6992036,724,5532,4499999999998,-1,PayPal,4
14073,2019425,1857,0,6992049,318,2907,6599999999999,0,PayPal,2
14074,2019426,1869,0,6992036,1124,2094,6500000000001,0,Espèces,3
14075,2019427,1877,0,6992036,964,2797,02,-1,Virement bancaire,5
14076,2019428,1876,0,6992036,536,6333,2600000000002,-1,PayPal,5
14077,2019354,0,0,6992049,840,714,34000000000003,0,Carte bancaire,5
14078,2019429,1873,0,6992036,1443,5381,9899999999998,1,Espèces,5
14079,2019430,1883,0,6992036,939,7098,1099999999997,0,Carte bancaire,3
14080,2019431,0,0,0,395,2597,4000000000001,1,Espèces,1
14081,2019432,1877,0,6992036,1296,6242,4499999999998,-1,Carte bancaire,2
14082,2019433,0,0,6992036,1045,2366,6700000000001,-1,Espèces,1
14083,2019434,0,0,6992049,1524,1588,0799999999999,0,Virement bancaire,3
14084,2019435,1858,0,6992036,257,6838,1000000000004,0,Espèces,3
14085,2019436,1873,0,6992036,702,2442,4400000000001,0,PayPal,3
14086,2018094,1876,0,6992036,1651,6817,8800000000001,-1,Virement bancaire,3
14087,2019437,0,0,6992036,1739,7367,1,PayPal,5
14088,2019438,1873,0,6992036,897,1224,96,1,Espèces,1
14089,2019439,0,0,6992036,539,1056,1700000000001,-1,PayPal,2
14090,2019440,1883,0,6992036,1029,6723,3900000000003,0,Carte bancaire,1
14091,2019441,1883,0,6992036,1435,7174,2700000000004,-1,Virement bancaire,3
14092,2019442,1860,0,6992049,503,7407,9099999999999,1,Carte bancaire,5
14093,2019443,0,0,6992036,826,2953,0500000000002,1,PayPal,5
14094,2019444,1869,0,6992036,1661,4359,7600000000002,1,PayPal,5
14095,2019445,0,0,6992049,128,6979,8000000000002,0,Virement bancaire,1
14096,2019446,1860,0,6992049,223,1496,8299999999999,-1,Carte bancaire,2
14097,2019447,1860,0,6992049,152,824,77999999999997,1,PayPal,3
14098,2019448,0,0,6992049,289,3867,21,1,Virement bancaire,1
14099,2019449,0,0,0,270,283,56999999999999,1,PayPal,3
14100,2019450,0,0,6992049,373,5660,79,1,Espèces,5
14101,2019451,1883,0,6992036,632,6005,2700000000004,1,Espèces,4
14102,2019452,1857,0,6992049,821,6501,9499999999998,-1,Virement bancaire,4
14103,2019453,1876,0,6992036,58,665,38,1,PayPal,4
14104,2019454,1861,0,6992049,1281,5807,3900000000003,1,PayPal,3
14105,2019455,1860,0,6992049,500,6818,0100000000002,-1,Espèces,1
14106,2019456,0,0,0,355,6254,2399999999998,0,Carte bancaire,4
14107,2019457,1877,0,6992036,1330,5432,7700000000004,1,PayPal,1
14108,2019458,0,0,6992036,907,3738,04,0,Espèces,2
14109,2019459,1883,0,6992036,917,1663,54,-1,Carte bancaire,4
14110,2019460,0,0,6992049,836,748,07000000000005,-1,Carte bancaire,1
14111,2019461,0,0,6992036,908,6815,7799999999997,-1,PayPal,1
14112,2019462,1876,0,6992036,686,2177,1100000000001,-1,Espèces,2
14113,2019463,0,0,0,590,5933,4300000000003,1,Carte bancaire,3
14114,2019464,0,0,6992049,808,1473,1800000000001,-1,Virement bancaire,3
14115,2019465,1873,0,6992036,899,5927,2799999999997,-1,Carte bancaire,5
14116,2019466,1873,0,6992036,1665,3646,1500000000001,0,Carte bancaire,3
14117,2019467,1860,0,6992049,794,5129,7700000000004,1,Virement bancaire,2
14118,2019468,0,0,6992036,245,6665,0799999999999,1,Espèces,5
14119,2019469,1861,0,6992049,1421,5507,54,1,Carte bancaire,4
14120,2019470,1858,0,6992036,760,6637,54,-1,Virement bancaire,4
14121,2019471,1876,0,6992036,344,1973,0899999999999,-1,Virement bancaire,5
14122,2019472,0,0,0,1456,1986,6099999999999,-1,PayPal,3
14123,2019473,1877,0,6992036,1158,3365,2399999999998,1,Carte bancaire,5
14124,2019474,1858,0,6992036,419,285,5,0,Espèces,1
14125,2019475,1861,0,6992049,65,3420,9200000000001,0,Espèces,1
14126,2019476,1858,0,6992036,1125,4036,04,0,PayPal,2
14127,2019477,0,0,6992049,146,4978,9499999999998,0,Carte bancaire,2
14128,2019478,1860,0,6992049,118,3478,2399999999998,0,Carte bancaire,2
14129,2019479,1861,0,6992049,1615,4061,4299999999998,1,Espèces,1
14130,2019480,0,0,6992036,533,1957,53,-1,Carte bancaire,4
14131,2019481,1857,0,6992049,31,3465,8499999999999,0,Espèces,2
14132,2018940,1877,0,6992036,1691,183,40000000000001,0,Virement bancaire,2
14133,2019482,1860,0,6992049,1125,304,06999999999999,0,PayPal,3
14134,2019483,1857,0,6992049,1114,198,34,1,Carte bancaire,1
14135,2019484,0,0,6992049,782,5699,5699999999997,1,Espèces,2
14136,2019485,1883,0,6992036,826,5574,1099999999997,1,Espèces,3
14137,2019486,1873,0,6992036,873,6164,0600000000004,0,Carte bancaire,1
14138,2019487,0,0,6992049,1809,1275,98,1,Espèces,3
14139,2019488,1869,0,6992036,1348,3302,3600000000001,1,Carte bancaire,5
14140,2019489,0,0,6992036,569,944,44000000000005,0,PayPal,1
14141,2019490,0,0,6992036,1387,2973,7399999999998,0,PayPal,5
14142,2019491,1869,0,6992036,1330,6643,8500000000004,0,Carte bancaire,1
14143,2019492,0,0,6992036,599,3912,6700000000001,0,Carte bancaire,2
14144,2019493,0,0,6992036,21,3613,1599999999999,0,Virement bancaire,3
14145,2019494,0,0,0,120,3312,9699999999998,-1,Virement bancaire,1
14146,2019495,0,0,6992036,1183,7190,4099999999999,0,Virement bancaire,1
14147,2019496,1861,0,6992049,1381,384,63,-1,Espèces,4
14148,2019497,1857,0,6992049,1072,1469,4200000000001,-1,PayPal,2
14149,2019498,0,0,6992036,1409,1012,49,1,Espèces,4
14150,2019499,0,0,0,45,2088,5700000000002,-1,PayPal,4
14151,2019500,1860,0,6992049,962,4184,2600000000002,1,Espèces,1
14152,2019501,0,0,6992036,551,280,19999999999999,0,PayPal,3
14153,2019502,0,0,0,1311,719,13999999999999,0,Carte bancaire,2
14154,2019503,0,0,6992049,467,1243,1,Virement bancaire,1
14155,2019504,1860,0,6992049,675,2261,8899999999999,1,PayPal,2
14156,2019505,1876,0,6992036,1770,7257,9799999999996,-1,Carte bancaire,1
14157,2019506,0,0,0,130,5741,9499999999998,1,Espèces,4
14158,2019507,1858,0,6992036,522,6500,6999999999998,1,Carte bancaire,4
14159,2019508,1876,0,6992036,455,7099,3400000000001,1,Espèces,4
14160,2019509,0,0,6992049,955,1712,3299999999999,0,PayPal,5
14161,2019510,0,0,0,376,3790,3200000000002,-1,Virement bancaire,4
14162,2019511,1876,0,6992036,1220,3201,8400000000001,0,Espèces,1
14163,2019512,0,0,6992036,1401,3241,5500000000002,-1,Virement bancaire,4
14164,2019513,1877,0,6992036,410,3151,1799999999998,1,Espèces,4
14165,2019514,0,0,6992049,1217,6239,9899999999998,0,Espèces,2
14166,2019515,1869,0,6992036,1362,1821,51,1,PayPal,2
14167,2019516,1860,0,6992049,222,2404,1799999999998,0,Espèces,2
14168,2019517,1861,0,6992049,1593,5287,6899999999996,0,PayPal,4
14169,2019518,1869,0,6992036,1693,2631,7600000000002,-1,Virement bancaire,5
14170,2019519,1883,0,6992036,252,867,76999999999998,0,PayPal,3
14171,2019520,1858,0,6992036,1777,6938,0900000000001,0,Espèces,1
14172,2019521,0,0,6992036,1463,3146,0799999999999,0,Espèces,4
14173,2019522,0,0,6992049,1667,692,71000000000004,-1,PayPal,5
14174,2019523,1883,0,6992036,731,2921,46,1,Virement bancaire,4
14175,2019524,1861,0,6992049,79,6656,4499999999998,1,Virement bancaire,1
14176,2019525,1876,0,6992036,1007,4806,8400000000001,-1,Carte bancaire,5
14177,2019526,1877,0,6992036,11,3416,23,1,Virement bancaire,2
14178,2019527,1876,0,6992036,1460,5158,8199999999997,1,PayPal,2
14179,2019528,1883,0,6992036,1566,5376,4200000000001,0,Virement bancaire,5
14180,2019529,1876,0,6992036,392,181,52000000000001,0,PayPal,4
14181,2019530,0,0,6992049,716,5889,9799999999996,0,PayPal,1
14182,2019531,0,0,6992049,1519,2495,2600000000002,1,PayPal,2
14183,2019532,1858,0,6992036,931,5564,3299999999999,1,Carte bancaire,3
14184,2019533,1857,0,6992049,511,2279,5799999999999,-1,Carte bancaire,1
14185,2019534,1883,0,6992036,1112,4341,2200000000003,-1,Espèces,4
14186,2019535,0,0,6992036,204,7382,4899999999998,0,Carte bancaire,5
14187,2019536,1876,0,6992036,1279,5345,4899999999998,-1,Espèces,4
14188,2019537,1858,0,6992036,266,441,83999999999997,0,Espèces,4
14189,2019538,1876,0,6992036,1073,2477,5,-1,Carte bancaire,5
14190,2019539,0,0,6992036,1126,6123,21,-1,Espèces,2
14191,2019540,0,0,0,1183,3890,4400000000001,-1,Espèces,3
14192,2019541,0,0,6992036,1181,4590,0100000000002,-1,PayPal,2
14193,2019542,1860,0,6992049,1551,2967,6799999999998,-1,Virement bancaire,3
14194,2019543,1861,0,6992049,70,2072,77,0,Virement bancaire,3
14195,2019544,0,0,6992036,1497,1793,5699999999999,1,Espèces,1
14196,2019545,1877,0,6992036,415,5377,6000000000004,1,Espèces,5
14197,2019546,1860,0,6992049,398,4623,6700000000001,-1,Virement bancaire,4
14198,2019547,1861,0,6992049,1639,5971,2799999999997,1,Virement bancaire,4
14199,2019548,1857,0,6992049,945,6914,6000000000004,0,PayPal,1
14200,2019549,1869,0,6992036,1499,3239,2399999999998,1,Espèces,2
14201,2019550,1857,0,6992049,1788,4892,2399999999998,0,Carte bancaire,2
14202,2019551,1858,0,6992036,1764,1233,53,0,PayPal,3
14203,2019552,0,0,0,1498,6513,1300000000001,-1,Carte bancaire,3
14204,2019553,1877,0,6992036,668,4886,2399999999998,1,Espèces,3
14205,2019554,0,0,6992049,1409,487,17000000000002,1,Espèces,4
14206,2019555,0,0,0,1481,2964,6300000000001,-1,PayPal,1
14207,2019556,0,0,6992036,963,3554,4699999999998,1,Espèces,2
14208,2019557,1883,0,6992036,1124,7435,9700000000003,0,Carte bancaire,2
14209,2019558,1883,0,6992036,394,2543,5900000000001,0,Carte bancaire,1
14210,2019559,0,0,0,688,3475,9299999999998,-1,Espèces,2
14211,2019560,1860,0,6992049,570,6083,2799999999997,-1,Carte bancaire,2
14212,2019561,0,0,6992036,1617,3818,0799999999999,1,Virement bancaire,2
14213,2019562,1861,0,6992049,923,1992,48,0,Virement bancaire,2
14214,2019563,1869,0,6992036,1280,6969,71,0,Espèces,2
14215,2019564,1858,0,6992036,327,3956,1,Espèces,1
14216,2019565,0,0,0,264,2944,5799999999999,-1,PayPal,2
14217,2019566,0,0,0,659,4248,4899999999998,0,PayPal,5
14218,2019567,0,0,6992049,18,2446,7199999999998,0,Virement bancaire,5
14219,2019568,0,0,6992036,847,1327,1900000000001,1,Virement bancaire,5
14220,2019569,0,0,6992036,730,4501,46,1,Virement bancaire,1
14221,2019570,1876,0,6992036,364,3335,9200000000001,1,Espèces,5
14222,2019571,1876,0,6992036,1722,3400,48,0,Carte bancaire,5
14223,2019572,0,0,0,1276,4458,2700000000004,1,Carte bancaire,4
14224,2019573,0,0,6992036,1668,3242,3699999999999,-1,Espèces,5
14225,2019574,1876,0,6992036,1203,5741,7399999999998,0,Espèces,2
14226,2018109,0,0,6992036,726,2440,5900000000001,1,Virement bancaire,4
14227,2019575,1858,0,6992036,1807,5058,5799999999999,1,Virement bancaire,4
14228,2019576,0,0,6992049,358,3394,2600000000002,0,Carte bancaire,4
14229,2019577,1873,0,6992036,1685,7209,1599999999999,-1,PayPal,1
14230,2019578,1858,0,6992036,954,5216,5500000000002,1,Virement bancaire,4
14231,2019579,1861,0,6992049,1,6040,-1,Espèces,1
14232,2019580,1883,0,6992036,455,2845,71,-1,Espèces,3
14233,2019581,0,0,6992049,1825,1435,4100000000001,-1,Virement bancaire,3
14234,2019582,0,0,0,1404,6456,75,0,Carte bancaire,3
14235,2019583,0,0,6992049,1321,2466,25,1,PayPal,2
14236,2019584,1883,0,6992036,561,1876,1700000000001,1,Virement bancaire,3
14237,2018147,0,0,6992036,1580,169,72,1,Carte bancaire,2
14238,2019585,1877,0,6992036,472,1426,6099999999999,-1,Espèces,1
14239,2019586,0,0,6992049,1121,2225,4200000000001,-1,Espèces,3
14240,2019587,1860,0,6992049,553,5068,9799999999996,0,PayPal,5
14241,2019588,1861,0,6992049,366,996,62,-1,PayPal,4
14242,2019589,0,0,6992049,609,6157,0900000000001,-1,Espèces,2
14243,2019590,0,0,6992036,1498,699,05999999999995,1,Carte bancaire,4
14244,2019591,0,0,6992036,734,5501,7200000000003,0,PayPal,3
14245,2019592,0,0,6992049,1441,7117,6400000000003,0,Carte bancaire,2
14246,2019593,0,0,6992036,1170,4307,9499999999998,0,PayPal,3
14247,2019594,1860,0,6992049,1713,5153,1000000000004,-1,Carte bancaire,2
14248,2019595,1860,0,6992049,824,5316,5,0,Espèces,2
14249,2017879,1857,0,6992049,1444,4150,1300000000001,0,Virement bancaire,5
14250,2019596,1861,0,6992049,128,5920,5299999999997,-1,Espèces,3
14251,2019597,1883,0,6992036,369,2516,8699999999999,1,Espèces,4
14252,2019598,0,0,0,613,3171,5300000000002,0,Carte bancaire,3
14253,2019599,1858,0,6992036,1187,5300,3800000000001,0,PayPal,4
14254,2019600,0,0,6992036,888,1159,21,0,Virement bancaire,1
14255,2019601,1861,0,6992049,102,2246,8499999999999,0,Espèces,4
14256,2019602,0,0,0,1141,776,45000000000005,0,Espèces,2
14257,2019603,0,0,0,1263,3303,8499999999999,0,Carte bancaire,3
14258,2019604,1877,0,6992036,137,708,33000000000004,-1,PayPal,1
14259,2018693,0,0,6992049,1423,438,58999999999997,-1,Carte bancaire,4
14260,2019605,1876,0,6992036,1484,1075,8499999999999,-1,Espèces,3
14261,2019606,0,0,0,551,6570,6400000000003,-1,PayPal,4
14262,2019607,0,0,6992049,1257,1556,9000000000001,0,Carte bancaire,3
14263,2019608,1860,0,6992049,1745,7462,4799999999996,-1,Virement bancaire,3
14264,2019609,1857,0,6992049,1569,3949,7399999999998,0,PayPal,4
14265,2019610,1860,0,6992049,1032,6403,3100000000004,-1,Carte bancaire,3
14266,2019611,1883,0,6992036,294,330,31,1,PayPal,1
14267,2019612,0,0,0,1144,7364,5699999999997,0,Espèces,5
14268,2019613,1883,0,6992036,1650,5318,3599999999997,0,Virement bancaire,2
14269,2019614,0,0,6992049,924,758,66999999999996,-1,Virement bancaire,5
14270,2019615,1858,0,6992036,1063,6121,9200000000001,-1,Carte bancaire,2
14271,2019616,1883,0,6992036,437,2374,1500000000001,0,PayPal,2
14272,2019617,1873,0,6992036,773,4484,54,0,Virement bancaire,2
14273,2019618,1857,0,6992049,1619,6406,3500000000004,-1,Virement bancaire,5
14274,2019619,0,0,0,1270,7027,6999999999998,0,Espèces,4
14275,2019620,0,0,0,1282,3467,27,0,Carte bancaire,3
14276,2019621,0,0,0,1628,2478,1799999999998,0,Espèces,3
14277,2019622,1861,0,6992049,1181,1051,4200000000001,0,Carte bancaire,5
14278,2019623,1858,0,6992036,1002,2622,4699999999998,1,PayPal,5
14279,2019624,1877,0,6992036,1216,824,37,1,Carte bancaire,5
14280,2019625,1877,0,6992036,509,2685,3600000000001,1,Espèces,2
14281,2019626,1876,0,6992036,1363,4015,98,0,PayPal,3
14282,2019627,1877,0,6992036,1537,5528,4300000000003,1,Virement bancaire,5
14283,2019628,0,0,6992036,826,5063,6700000000001,-1,Carte bancaire,4
14284,2019629,1877,0,6992036,1482,5836,9499999999998,0,Virement bancaire,5
14285,2019630,0,0,0,1786,1390,2,-1,Virement bancaire,2
14286,2019631,0,0,0,704,2417,27,1,Carte bancaire,1
14287,2019632,1876,0,6992036,818,5041,4700000000003,-1,Carte bancaire,4
14288,2019633,1857,0,6992049,1141,2089,27,1,PayPal,4
14289,2019634,1861,0,6992049,222,5953,0100000000002,0,Virement bancaire,4
14290,2019635,1877,0,6992036,971,851,21000000000004,0,PayPal,4
14291,2019636,1883,0,6992036,1509,1411,3099999999999,0,Espèces,4
14292,2019637,1861,0,6992049,1812,3818,6999999999998,0,Espèces,2
14293,2019638,1877,0,6992036,206,6311,7600000000002,1,Espèces,4
14294,2019639,0,0,0,574,1362,27,-1,Espèces,2
14295,2019640,0,0,6992049,330,1328,3699999999999,-1,Carte bancaire,5
14296,2019641,0,0,6992036,1796,6234,3299999999999,0,Virement bancaire,3
14297,2019642,1860,0,6992049,1033,1994,8,-1,Carte bancaire,5
14298,2019643,0,0,6992036,1614,2334,1399999999999,0,Carte bancaire,2
14299,2019644,1858,0,6992036,533,5462,8000000000002,0,Carte bancaire,2
14300,2019645,1858,0,6992036,1337,2788,3400000000001,0,Virement bancaire,2
14301,2019646,1869,0,6992036,1059,7401,29,-1,Virement bancaire,2
14302,2019647,1857,0,6992049,1488,5172,1700000000001,-1,Carte bancaire,3
14303,2019648,0,0,6992036,1612,1184,54,1,Espèces,5
14304,2019649,0,0,6992049,386,1293,9300000000001,0,Virement bancaire,4
14305,2019650,1861,0,6992049,1824,1701,9100000000001,0,PayPal,1
14306,2019651,1876,0,6992036,566,7153,5200000000004,-1,Espèces,5
14307,2019652,1877,0,6992036,537,4039,4499999999998,-1,Carte bancaire,1
14308,2019653,0,0,6992049,159,859,21000000000004,0,Espèces,1
14309,2019654,0,0,6992036,1697,4551,9300000000003,-1,Carte bancaire,3
14310,2019655,1858,0,6992036,1630,4102,8299999999999,1,Carte bancaire,2
14311,2019656,1876,0,6992036,725,6507,0200000000004,0,Carte bancaire,2
14312,2019657,0,0,6992049,1808,2947,3200000000002,1,Carte bancaire,2
14313,2019658,1858,0,6992036,68,4031,21,0,Virement bancaire,3
14314,2019659,1876,0,6992036,555,6587,9399999999996,-1,Espèces,2
14315,2019660,1883,0,6992036,1781,7483,8999999999996,0,Virement bancaire,4
14316,2019661,1877,0,6992036,118,1073,9100000000001,1,Virement bancaire,1
14317,2019662,1876,0,6992036,460,6784,8699999999999,-1,Virement bancaire,5
14318,2019663,0,0,6992049,827,4328,6599999999999,1,Espèces,3
14319,2018981,1873,0,6992036,163,6612,3500000000004,0,PayPal,4
14320,2019664,1883,0,6992036,942,5273,5299999999997,1,Espèces,2
14321,2019665,1857,0,6992049,284,2746,6300000000001,0,Espèces,5
14322,2019666,1861,0,6992049,694,1253,9100000000001,-1,Espèces,5
14323,2019667,1869,0,6992036,378,3826,0500000000002,1,Carte bancaire,4
14324,2019668,0,0,6992036,1307,5825,0699999999997,-1,PayPal,3
14325,2019669,0,0,0,1747,5800,5600000000004,-1,Espèces,2
14326,2019670,0,0,0,1747,6606,-1,Carte bancaire,1
14327,2019671,1861,0,6992049,1638,1066,3699999999999,0,Virement bancaire,4
14328,2019672,1869,0,6992036,1093,3330,0700000000002,1,Virement bancaire,2
14329,2019673,0,0,6992036,294,1636,9100000000001,0,Espèces,5
14330,2019674,1883,0,6992036,1216,4324,7200000000003,1,Espèces,2
14331,2019675,1857,0,6992049,151,296,76999999999998,0,Espèces,2
14332,2019676,1876,0,6992036,1512,2827,7399999999998,0,PayPal,3
14333,2019071,0,0,6992036,1505,3542,9000000000001,1,PayPal,1
14334,2019677,1877,0,6992036,1155,2121,4400000000001,1,PayPal,3
14335,2019678,0,0,0,1583,5928,79,0,Carte bancaire,4
14336,2019679,0,0,0,1360,4881,8999999999996,0,Virement bancaire,3
14337,2019680,1857,0,6992049,1616,969,54999999999995,-1,Carte bancaire,2
14338,2019681,1876,0,6992036,292,3201,6599999999999,-1,Virement bancaire,4
14339,2019682,0,0,6992049,1344,4289,3800000000001,0,PayPal,4
14340,2019683,1877,0,6992036,631,3276,9299999999998,1,PayPal,3
14341,2019684,1860,0,6992049,436,5687,3699999999999,0,Espèces,3
14342,2019685,1857,0,6992049,1200,1812,71,0,Carte bancaire,4
14343,2019686,1876,0,6992036,837,2835,7199999999998,-1,Espèces,4
14344,2019687,1883,0,6992036,1392,3783,1500000000001,0,Virement bancaire,3
14345,2019688,0,0,0,451,1268,3099999999999,-1,PayPal,1
14346,2019689,1858,0,6992036,1390,2379,4200000000001,-1,Carte bancaire,1
14347,2018780,0,0,6992049,1691,2928,0900000000001,0,Virement bancaire,4
14348,2019690,1877,0,6992036,1273,1489,9100000000001,1,Virement bancaire,1
14349,2019691,1869,0,6992036,746,172,13999999999999,-1,PayPal,2
14350,2019692,1869,0,6992036,410,506,19999999999999,-1,Espèces,5
14351,2019693,0,0,0,818,6458,3100000000004,1,Espèces,2
14352,2019694,1858,0,6992036,1457,6568,8800000000001,0,Espèces,3
14353,2019695,1883,0,6992036,1102,3183,7199999999998,1,Espèces,5
14354,2018755,1873,0,6992036,1610,4777,79,1,Virement bancaire,4
14355,2019696,1876,0,6992036,629,1107,6800000000001,-1,Carte bancaire,3
14356,2019697,0,0,6992049,557,6741,4300000000003,0,Virement bancaire,1
14357,2019698,1883,0,6992036,526,657,08000000000004,-1,PayPal,4
14358,2019699,0,0,6992036,590,6732,79,-1,PayPal,4
14359,2019700,0,0,6992036,195,3677,8299999999999,0,Carte bancaire,3
14360,2019701,1877,0,6992036,34,3245,6799999999998,-1,Carte bancaire,5
14361,2019702,0,0,0,1777,5269,1499999999996,1,Espèces,3
14362,2019703,0,0,6992036,35,1047,04,1,PayPal,4
14363,2019704,0,0,0,141,1105,76,0,Carte bancaire,1
14364,2019705,0,0,0,623,3168,6599999999999,1,PayPal,1
14365,2019706,0,0,6992036,1719,4486,4899999999998,-1,PayPal,3
14366,2019707,1857,0,6992049,831,3660,8699999999999,1,PayPal,2
14367,2019708,1857,0,6992049,142,7150,5799999999999,0,Virement bancaire,5
14368,2019709,1873,0,6992036,541,4284,7399999999998,1,Espèces,1
14369,2019710,1857,0,6992049,1470,5018,3599999999997,0,Virement bancaire,3
14370,2019711,0,0,6992049,1472,3821,1500000000001,-1,Virement bancaire,2
14371,2019712,1869,0,6992036,1675,2638,52,1,Virement bancaire,3
14372,2018675,1883,0,6992036,1330,750,33000000000004,1,Espèces,3
14373,2018787,1873,0,6992036,1240,6566,04,-1,Carte bancaire,1
14374,2019713,0,0,0,1176,1192,46,-1,Carte bancaire,3
14375,2019714,1877,0,6992036,121,3153,4899999999998,1,Virement bancaire,1
14376,2019715,1858,0,6992036,1477,4274,5699999999997,1,Espèces,3
14377,2019716,1876,0,6992036,343,1713,95,1,Virement bancaire,1
14378,2019717,1860,0,6992049,1604,3063,71,1,Espèces,5
14379,2019718,1857,0,6992049,30,2260,5900000000001,0,Espèces,1
14380,2019719,0,0,6992036,988,4716,6999999999998,0,PayPal,2
14381,2019720,0,0,6992049,237,4855,6400000000003,1,Espèces,2
14382,2019721,1860,0,6992049,370,5481,1599999999999,0,PayPal,4
14383,2019722,1877,0,6992036,1607,4980,2799999999997,0,Espèces,2
14384,2019723,0,0,6992049,1255,3762,9400000000001,0,Espèces,3
14385,2019724,1873,0,6992036,863,6015,6700000000001,-1,Virement bancaire,3
14386,2019725,1883,0,6992036,1223,2155,2199999999998,-1,Espèces,1
14387,2019726,0,0,0,536,5842,4799999999996,1,Espèces,1
14388,2019727,1877,0,6992036,1568,5981,21,-1,Virement bancaire,3
14389,2019728,0,0,0,1665,1870,8499999999999,0,Virement bancaire,2
14390,2019729,0,0,0,720,4316,7299999999996,-1,PayPal,3
14391,2019730,0,0,6992049,816,2288,8000000000002,-1,Espèces,2
14392,2019731,0,0,6992036,671,477,51999999999998,0,Espèces,4
14393,2019732,0,0,6992036,1181,3937,9200000000001,1,PayPal,1
14394,2019733,1857,0,6992049,1022,4634,1599999999999,-1,Espèces,5
14395,2019734,0,0,6992049,115,4409,9899999999998,0,PayPal,3
14396,2019735,1860,0,6992049,495,2112,3200000000002,0,Virement bancaire,1
14397,2019736,1876,0,6992036,1784,7227,5100000000002,-1,Espèces,3
14398,2019737,1883,0,6992036,1286,7233,75,1,Virement bancaire,3
14399,2018118,1876,0,6992036,1024,779,45000000000005,1,Virement bancaire,5
14400,2019738,1877,0,6992036,285,5916,1499999999996,-1,PayPal,1
14401,2019739,0,0,6992049,1184,6381,3900000000003,1,Carte bancaire,1
14402,2019740,1857,0,6992049,262,5373,6000000000004,-1,Carte bancaire,1
14403,2019741,1857,0,6992049,520,6160,6899999999996,-1,Espèces,1
14404,2019742,0,0,6992036,1487,6779,2399999999998,0,Espèces,5
14405,2019743,0,0,6992036,64,4114,6199999999999,1,Virement bancaire,5
14406,2019744,0,0,6992049,742,382,52999999999997,-1,Espèces,2
14407,2019745,1873,0,6992036,1730,1204,5599999999999,0,Carte bancaire,5
14408,2019746,0,0,6992049,1380,582,72000000000003,-1,Espèces,3
14409,2019747,0,0,0,851,1327,5599999999999,-1,Carte bancaire,4
14410,2019748,1883,0,6992036,934,4199,0900000000001,0,Espèces,2
14411,2019749,1857,0,6992049,578,3357,46,1,PayPal,2
14412,2019750,0,0,6992049,1596,4986,04,1,Carte bancaire,1
14413,2019751,1861,0,6992049,1136,4973,3900000000003,1,PayPal,3
14414,2019752,0,0,6992036,121,2011,8599999999999,-1,PayPal,2
14415,2019753,0,0,0,457,5316,0799999999999,1,Espèces,1
14416,2019754,1860,0,6992049,1679,5517,0799999999999,0,Virement bancaire,3
14417,2019755,1858,0,6992036,749,7109,4300000000003,0,Espèces,5
14418,2019756,1873,0,6992036,1096,4544,3999999999996,-1,Virement bancaire,3
14419,2019757,1860,0,6992049,1187,7343,0200000000004,-1,Virement bancaire,1
14420,2019758,1858,0,6992036,1596,4969,9700000000003,1,Virement bancaire,1
14421,2019759,0,0,6992036,548,4844,0299999999997,1,Virement bancaire,5
14422,2019760,0,0,6992036,422,6575,8800000000001,-1,PayPal,2
14423,2019761,1873,0,6992036,703,7367,3999999999996,1,Virement bancaire,2
14424,2019762,1858,0,6992036,119,1673,5699999999999,-1,Carte bancaire,3
14425,2019763,1873,0,6992036,694,5462,9099999999999,-1,Carte bancaire,4
14426,2019764,1858,0,6992036,370,4359,8599999999997,1,PayPal,5
14427,2019765,0,0,6992049,1707,572,01999999999998,0,Espèces,4
14428,2019766,1877,0,6992036,611,7007,2200000000003,-1,Virement bancaire,1
14429,2019767,1873,0,6992036,547,5462,2600000000002,0,Virement bancaire,3
14430,2019768,0,0,6992049,1717,2692,3400000000001,1,Carte bancaire,3
14431,2019769,1860,0,6992049,1136,5118,2600000000002,1,Virement bancaire,2
14432,2019770,0,0,6992049,646,175,34,-1,Espèces,2
14433,2019771,0,0,0,339,1447,77,0,Virement bancaire,2
14434,2019772,1873,0,6992036,1241,6619,8400000000001,0,Espèces,5
14435,2019773,1883,0,6992036,379,634,13999999999999,-1,Carte bancaire,2
14436,2018653,1877,0,6992036,1080,3335,0799999999999,1,Espèces,5
14437,2019774,0,0,0,1810,170,31999999999999,-1,Virement bancaire,1
14438,2019775,1877,0,6992036,1196,886,20000000000005,-1,PayPal,5
14439,2019776,1873,0,6992036,1586,4947,8000000000002,1,Espèces,4
14440,2019777,1877,0,6992036,616,6441,75,0,Espèces,3
